Event#,Date,Temperature
1230,7/8/2022 22:27,20.043
1231,7/8/2022 23:27,20.329
1232,7/9/2022 0:27,20.234
1233,7/9/2022 1:27,19.662
1234,7/9/2022 2:27,19.282
1235,7/9/2022 3:27,18.996
1236,7/9/2022 4:27,18.806
1237,7/9/2022 5:27,18.901
1238,7/9/2022 6:27,19.567
1239,7/9/2022 7:27,19.567
1240,7/9/2022 8:27,19.377
1241,7/9/2022 9:27,19.567
1242,7/9/2022 10:27,19.662
1243,7/9/2022 11:27,19.853
1244,7/9/2022 12:27,20.043
1245,7/9/2022 13:27,20.901
1246,7/9/2022 14:27,20.996
1247,7/9/2022 15:27,21.091
1248,7/9/2022 16:27,21.187
1249,7/9/2022 17:27,21.569
1250,7/9/2022 18:27,21.569
1251,7/9/2022 19:27,21.378
1252,7/9/2022 20:27,21.378
1253,7/9/2022 21:27,21.091
1254,7/9/2022 22:27,19.377
1255,7/9/2022 23:27,18.901
1256,7/10/2022 0:27,18.996
1257,7/10/2022 1:27,19.187
1258,7/10/2022 2:27,19.567
1259,7/10/2022 3:27,19.472
1260,7/10/2022 4:27,19.472
1261,7/10/2022 5:27,19.472
1262,7/10/2022 6:27,19.472
1263,7/10/2022 7:27,19.567
1264,7/10/2022 8:27,19.567
1265,7/10/2022 9:27,19.567
1266,7/10/2022 10:27,19.853
1267,7/10/2022 11:27,20.043
1268,7/10/2022 12:27,20.329
1269,7/10/2022 13:27,20.615
1270,7/10/2022 14:27,20.901
1271,7/10/2022 15:27,21.187
1272,7/10/2022 16:27,21.569
1273,7/10/2022 17:27,21.855
1274,7/10/2022 18:27,21.378
1275,7/10/2022 19:27,21.569
1276,7/10/2022 20:27,21.282
1277,7/10/2022 21:27,21.282
1278,7/10/2022 22:27,21.187
1279,7/10/2022 23:27,20.996
1280,7/11/2022 0:27,21.282
1281,7/11/2022 1:27,21.091
1282,7/11/2022 2:27,20.901
1283,7/11/2022 3:27,20.329
1284,7/11/2022 4:27,20.329
1285,7/11/2022 5:27,20.234
1286,7/11/2022 6:27,20.138
1287,7/11/2022 7:27,20.138
1288,7/11/2022 8:27,20.234
1289,7/11/2022 9:27,20.329
1290,7/11/2022 10:27,20.615
1291,7/11/2022 11:27,21.378
1292,7/11/2022 12:27,21.76
1293,7/11/2022 13:27,22.238
1294,7/11/2022 14:27,22.333
1295,7/11/2022 15:27,22.333
1296,7/11/2022 16:27,22.525
1297,7/11/2022 17:27,22.717
1298,7/11/2022 18:27,22.812
1299,7/11/2022 19:27,22.812
1300,7/11/2022 20:27,22.812
1301,7/11/2022 21:27,22.812
1302,7/11/2022 22:27,22.717
1303,7/11/2022 23:27,22.717
1304,7/12/2022 0:27,22.812
1305,7/12/2022 1:27,22.812
1306,7/12/2022 2:27,22.812
1307,7/12/2022 3:27,22.717
1308,7/12/2022 4:27,22.525
1309,7/12/2022 5:27,22.429
1310,7/12/2022 6:27,22.333
1311,7/12/2022 7:27,22.429
1312,7/12/2022 8:27,22.621
1313,7/12/2022 9:27,22.812
1314,7/12/2022 10:27,23.004
1315,7/12/2022 11:27,23.292
1316,7/12/2022 12:27,23.484
1317,7/12/2022 13:27,23.581
1318,7/12/2022 14:27,23.773
1319,7/12/2022 15:27,23.966
1320,7/12/2022 16:27,24.158
1321,7/12/2022 17:27,24.351
1322,7/12/2022 18:27,24.448
1323,7/12/2022 19:27,24.062
1324,7/12/2022 20:27,24.448
1325,7/12/2022 21:27,24.351
1326,7/12/2022 22:27,23.966
1327,7/12/2022 23:27,22.046
1328,7/13/2022 0:27,21.282
1329,7/13/2022 1:27,21.855
1330,7/13/2022 2:27,21.664
1331,7/13/2022 3:27,20.615
1332,7/13/2022 4:27,20.71
1333,7/13/2022 5:27,20.424
1334,7/13/2022 6:27,20.615
1335,7/13/2022 7:27,20.901
1336,7/13/2022 8:27,21.378
1337,7/13/2022 9:27,21.664
1338,7/13/2022 10:27,22.142
1339,7/13/2022 11:27,22.812
1340,7/13/2022 12:27,23.484
1341,7/13/2022 13:27,23.869
1342,7/13/2022 14:27,23.677
1343,7/13/2022 15:27,23.869
1344,7/13/2022 16:27,24.158
1345,7/13/2022 17:27,24.158
1346,7/13/2022 18:27,24.062
1347,7/13/2022 19:27,23.581
1348,7/13/2022 20:27,22.908
1349,7/13/2022 21:27,22.908
1350,7/13/2022 22:27,22.717
1351,7/13/2022 23:27,22.238
1352,7/14/2022 0:27,21.473
1353,7/14/2022 1:27,20.71
1354,7/14/2022 2:27,20.424
1355,7/14/2022 3:27,20.234
1356,7/14/2022 4:27,20.519
1357,7/14/2022 5:27,20.329
1358,7/14/2022 6:27,20.138
1359,7/14/2022 7:27,20.234
1360,7/14/2022 8:27,20.901
1361,7/14/2022 9:27,21.282
1362,7/14/2022 10:27,21.664
1363,7/14/2022 11:27,22.046
1364,7/14/2022 12:27,22.333
1365,7/14/2022 13:27,22.812
1366,7/14/2022 14:27,23.004
1367,7/14/2022 15:27,23.388
1368,7/14/2022 16:27,23.773
1369,7/14/2022 17:27,23.677
1370,7/14/2022 18:27,23.388
1371,7/14/2022 19:27,23.196
1372,7/14/2022 20:27,23.1
1373,7/14/2022 21:27,22.429
1374,7/14/2022 22:27,22.238
1375,7/14/2022 23:27,22.142
1376,7/15/2022 0:27,22.238
1377,7/15/2022 1:27,21.855
1378,7/15/2022 2:27,21.76
1379,7/15/2022 3:27,22.046
1380,7/15/2022 4:27,21.76
1381,7/15/2022 5:27,21.664
1382,7/15/2022 6:27,21.473
1383,7/15/2022 7:27,21.569
1384,7/15/2022 8:27,21.855
1385,7/15/2022 9:27,21.951
1386,7/15/2022 10:27,21.951
1387,7/15/2022 11:27,22.046
1388,7/15/2022 12:27,22.621
1389,7/15/2022 13:27,23.004
1390,7/15/2022 14:27,23.484
1391,7/15/2022 15:27,23.388
1392,7/15/2022 16:27,23.966
1393,7/15/2022 17:27,23.869
1394,7/15/2022 18:27,23.581
1395,7/15/2022 19:27,23.292
1396,7/15/2022 20:27,23.1
1397,7/15/2022 21:27,23.004
1398,7/15/2022 22:27,22.908
1399,7/15/2022 23:27,22.812
1400,7/16/2022 0:27,21.664
1401,7/16/2022 1:27,20.805
1402,7/16/2022 2:27,20.615
1403,7/16/2022 3:27,20.71
1404,7/16/2022 4:27,20.519
1405,7/16/2022 5:27,20.519
1406,7/16/2022 6:27,20.519
1407,7/16/2022 7:27,20.805
1408,7/16/2022 8:27,21.091
1409,7/16/2022 9:27,21.091
1410,7/16/2022 10:27,21.951
1411,7/16/2022 11:27,22.046
1412,7/16/2022 12:27,22.333
1413,7/16/2022 13:27,23.388
1414,7/16/2022 14:27,23.388
1415,7/16/2022 15:27,23.1
1416,7/16/2022 16:27,23.869
1417,7/16/2022 17:27,24.158
1418,7/16/2022 18:27,23.581
1419,7/16/2022 19:27,23.484
1420,7/16/2022 20:27,23.484
1421,7/16/2022 21:27,23.196
1422,7/16/2022 22:27,23.292
1423,7/16/2022 23:27,23.004
1424,7/17/2022 0:27,22.621
1425,7/17/2022 1:27,20.805
1426,7/17/2022 2:27,20.71
1427,7/17/2022 3:27,20.615
1428,7/17/2022 4:27,20.71
1429,7/17/2022 5:27,21.378
1430,7/17/2022 6:27,21.378
1431,7/17/2022 7:27,21.569
1432,7/17/2022 8:27,21.664
1433,7/17/2022 9:27,21.569
1434,7/17/2022 10:27,22.238
1435,7/17/2022 11:27,22.621
1436,7/17/2022 12:27,22.621
1437,7/17/2022 13:27,22.908
1438,7/17/2022 14:27,23.292
1439,7/17/2022 15:27,23.196
1440,7/17/2022 16:27,23.773
1441,7/17/2022 17:27,23.869
1442,7/17/2022 18:27,23.677
1443,7/17/2022 19:27,23.388
1444,7/17/2022 20:27,23.1
1445,7/17/2022 21:27,23.004
1446,7/17/2022 22:27,23.1
1447,7/17/2022 23:27,22.621
1448,7/18/2022 0:27,22.333
1449,7/18/2022 1:27,22.333
1450,7/18/2022 2:27,21.951
1451,7/18/2022 3:27,22.046
1452,7/18/2022 4:27,22.142
1453,7/18/2022 5:27,22.621
1454,7/18/2022 6:27,22.525
1455,7/18/2022 7:27,22.812
1456,7/18/2022 8:27,22.908
1457,7/18/2022 9:27,23.004
1458,7/18/2022 10:27,23.388
1459,7/18/2022 11:27,23.484
1460,7/18/2022 12:27,23.869
1461,7/18/2022 13:27,24.062
1462,7/18/2022 14:27,24.255
1463,7/18/2022 15:27,25.319
1464,7/18/2022 16:27,25.319
1465,7/18/2022 17:27,24.931
1466,7/18/2022 18:27,24.738
1467,7/18/2022 19:27,24.351
1468,7/18/2022 20:27,24.062
1469,7/18/2022 21:27,23.581
1470,7/18/2022 22:27,22.046
1471,7/18/2022 23:27,22.429
1472,7/19/2022 0:27,22.525
1473,7/19/2022 1:27,21.569
1474,7/19/2022 2:27,21.473
1475,7/19/2022 3:27,21.569
1476,7/19/2022 4:27,21.569
1477,7/19/2022 5:27,21.378
1478,7/19/2022 6:27,21.378
1479,7/19/2022 7:27,21.569
1480,7/19/2022 8:27,21.855
1481,7/19/2022 9:27,22.046
1482,7/19/2022 10:27,22.142
1483,7/19/2022 11:27,22.238
1484,7/19/2022 12:27,22.812
1485,7/19/2022 13:27,23.677
1486,7/19/2022 14:27,24.158
1487,7/19/2022 15:27,24.738
1488,7/19/2022 16:27,25.319
1489,7/19/2022 17:27,25.61
1490,7/19/2022 18:27,25.319
1491,7/19/2022 19:27,24.641
1492,7/19/2022 20:27,24.448
1493,7/19/2022 21:27,24.351
1494,7/19/2022 22:27,24.062
1495,7/19/2022 23:27,24.255
1496,7/20/2022 0:27,24.255
1497,7/20/2022 1:27,24.062
1498,7/20/2022 2:27,23.1
1499,7/20/2022 3:27,22.908
1500,7/20/2022 4:27,22.717
1501,7/20/2022 5:27,22.525
1502,7/20/2022 6:27,22.621
1503,7/20/2022 7:27,22.812
1504,7/20/2022 8:27,22.908
1505,7/20/2022 9:27,23.1
1506,7/20/2022 10:27,23.581
1507,7/20/2022 11:27,23.677
1508,7/20/2022 12:27,23.966
1509,7/20/2022 13:27,24.255
1510,7/20/2022 14:27,24.545
1511,7/20/2022 15:27,24.738
1512,7/20/2022 16:27,24.931
1513,7/20/2022 17:27,25.125
1514,7/20/2022 18:27,25.028
1515,7/20/2022 19:27,24.835
1516,7/20/2022 20:27,24.641
1517,7/20/2022 21:27,24.448
1518,7/20/2022 22:27,24.255
1519,7/20/2022 23:27,23.966
1520,7/21/2022 0:27,24.062
1521,7/21/2022 1:27,23.773
1522,7/21/2022 2:27,23.388
1523,7/21/2022 3:27,23.196
1524,7/21/2022 4:27,23.1
1525,7/21/2022 5:27,22.908
1526,7/21/2022 6:27,22.812
1527,7/21/2022 7:27,23.1
1528,7/21/2022 8:27,23.484
1529,7/21/2022 9:27,23.677
1530,7/21/2022 10:27,23.966
1531,7/21/2022 11:27,24.448
1532,7/21/2022 12:27,24.545
1533,7/21/2022 13:27,24.545
1534,7/21/2022 14:27,24.835
1535,7/21/2022 15:27,25.028
1536,7/21/2022 16:27,25.125
1537,7/21/2022 17:27,25.513
1538,7/21/2022 18:27,25.222
1539,7/21/2022 19:27,25.125
1540,7/21/2022 20:27,24.931
1541,7/21/2022 21:27,24.641
1542,7/21/2022 22:27,24.448
1543,7/21/2022 23:27,24.545
1544,7/22/2022 0:27,24.448
1545,7/22/2022 1:27,24.158
1546,7/22/2022 2:27,24.062
1547,7/22/2022 3:27,23.869
1548,7/22/2022 4:27,23.581
1549,7/22/2022 5:27,23.388
1550,7/22/2022 6:27,23.292
1551,7/22/2022 7:27,23.196
1552,7/22/2022 8:27,23.484
1553,7/22/2022 9:27,23.869
1554,7/22/2022 10:27,23.677
1555,7/22/2022 11:27,23.966
1556,7/22/2022 12:27,24.158
1557,7/22/2022 13:27,24.255
1558,7/22/2022 14:27,24.545
1559,7/22/2022 15:27,24.738
1560,7/22/2022 16:27,25.319
1561,7/22/2022 17:27,25.125
1562,7/22/2022 18:27,24.835
1563,7/22/2022 19:27,24.641
1564,7/22/2022 20:27,24.545
1565,7/22/2022 21:27,24.351
1566,7/22/2022 22:27,24.158
1567,7/22/2022 23:27,24.062
1568,7/23/2022 0:27,23.966
1569,7/23/2022 1:27,23.773
1570,7/23/2022 2:27,23.388
1571,7/23/2022 3:27,23.388
1572,7/23/2022 4:27,23.292
1573,7/23/2022 5:27,23.1
1574,7/23/2022 6:27,22.908
1575,7/23/2022 7:27,23.004
1576,7/23/2022 8:27,23.1
1577,7/23/2022 9:27,23.388
1578,7/23/2022 10:27,23.677
1579,7/23/2022 11:27,23.869
1580,7/23/2022 12:27,24.255
1581,7/23/2022 13:27,24.255
1582,7/23/2022 14:27,24.641
1583,7/23/2022 15:27,24.931
1584,7/23/2022 16:27,25.125
1585,7/23/2022 17:27,25.513
1586,7/23/2022 18:27,25.416
1587,7/23/2022 19:27,25.028
1588,7/23/2022 20:27,24.738
1589,7/23/2022 21:27,24.931
1590,7/23/2022 22:27,24.641
1591,7/23/2022 23:27,24.351
1592,7/24/2022 0:27,24.255
1593,7/24/2022 1:27,24.062
1594,7/24/2022 2:27,23.869
1595,7/24/2022 3:27,23.773
1596,7/24/2022 4:27,23.581
1597,7/24/2022 5:27,23.484
1598,7/24/2022 6:27,23.484
1599,7/24/2022 7:27,23.581
1600,7/24/2022 8:27,16.903
