Event#,Date,Temp
63,5/21/2022 7:27,9.176
64,5/21/2022 8:27,9.275
65,5/21/2022 9:27,9.176
66,5/21/2022 10:27,9.373
67,5/21/2022 11:27,9.669
68,5/21/2022 12:27,10.259
69,5/21/2022 13:27,9.571
70,5/21/2022 14:27,9.472
71,5/21/2022 15:27,9.077
72,5/21/2022 16:27,8.481
73,5/21/2022 17:27,9.571
74,5/21/2022 18:27,9.965
75,5/21/2022 19:27,10.161
76,5/21/2022 20:27,10.259
77,5/21/2022 21:27,10.357
78,5/21/2022 22:27,10.259
79,5/21/2022 23:27,9.866
80,5/22/2022 0:27,9.472
81,5/22/2022 1:27,8.779
82,5/22/2022 2:27,9.077
83,5/22/2022 3:27,8.879
84,5/22/2022 4:27,9.176
85,5/22/2022 5:27,9.472
86,5/22/2022 6:27,9.571
87,5/22/2022 7:27,9.669
88,5/22/2022 8:27,9.571
89,5/22/2022 9:27,9.275
90,5/22/2022 10:27,9.275
91,5/22/2022 11:27,9.275
92,5/22/2022 12:27,9.176
93,5/22/2022 13:27,9.275
94,5/22/2022 14:27,9.373
95,5/22/2022 15:27,9.472
96,5/22/2022 16:27,9.571
97,5/22/2022 17:27,9.768
98,5/22/2022 18:27,9.669
99,5/22/2022 19:27,9.669
100,5/22/2022 20:27,9.866
101,5/22/2022 21:27,9.866
102,5/22/2022 22:27,10.259
103,5/22/2022 23:27,10.651
104,5/23/2022 0:27,10.063
105,5/23/2022 1:27,9.866
106,5/23/2022 2:27,9.866
107,5/23/2022 3:27,9.768
108,5/23/2022 4:27,9.768
109,5/23/2022 5:27,9.768
110,5/23/2022 6:27,9.866
111,5/23/2022 7:27,9.866
112,5/23/2022 8:27,9.866
113,5/23/2022 9:27,9.965
114,5/23/2022 10:27,9.965
115,5/23/2022 11:27,10.063
116,5/23/2022 12:27,10.259
117,5/23/2022 13:27,10.161
118,5/23/2022 14:27,10.063
119,5/23/2022 15:27,10.063
120,5/23/2022 16:27,10.161
121,5/23/2022 17:27,10.161
122,5/23/2022 18:27,10.259
123,5/23/2022 19:27,10.259
124,5/23/2022 20:27,10.357
125,5/23/2022 21:27,10.455
126,5/23/2022 22:27,10.553
127,5/23/2022 23:27,10.553
128,5/24/2022 0:27,10.553
129,5/24/2022 1:27,10.553
130,5/24/2022 2:27,10.455
131,5/24/2022 3:27,10.455
132,5/24/2022 4:27,10.455
133,5/24/2022 5:27,10.455
134,5/24/2022 6:27,10.651
135,5/24/2022 7:27,10.651
136,5/24/2022 8:27,10.553
137,5/24/2022 9:27,10.651
138,5/24/2022 10:27,10.651
139,5/24/2022 11:27,10.748
140,5/24/2022 12:27,10.846
141,5/24/2022 13:27,11.041
142,5/24/2022 14:27,10.944
143,5/24/2022 15:27,10.651
144,5/24/2022 16:27,10.553
145,5/24/2022 17:27,10.748
146,5/24/2022 18:27,10.846
147,5/24/2022 19:27,10.846
148,5/24/2022 20:27,10.846
149,5/24/2022 21:27,10.846
150,5/24/2022 22:27,10.748
151,5/24/2022 23:27,10.748
152,5/25/2022 0:27,10.748
153,5/25/2022 1:27,10.748
154,5/25/2022 2:27,10.553
155,5/25/2022 3:27,10.846
156,5/25/2022 4:27,11.041
157,5/25/2022 5:27,11.334
158,5/25/2022 6:27,11.431
159,5/25/2022 7:27,11.334
160,5/25/2022 8:27,11.431
161,5/25/2022 9:27,11.625
162,5/25/2022 10:27,11.528
163,5/25/2022 11:27,11.236
164,5/25/2022 12:27,11.041
165,5/25/2022 13:27,10.846
166,5/25/2022 14:27,10.553
167,5/25/2022 15:27,10.455
168,5/25/2022 16:27,10.455
169,5/25/2022 17:27,10.553
170,5/25/2022 18:27,10.651
171,5/25/2022 19:27,10.748
172,5/25/2022 20:27,10.846
173,5/25/2022 21:27,11.431
174,5/25/2022 22:27,11.528
175,5/25/2022 23:27,11.722
176,5/26/2022 0:27,11.528
177,5/26/2022 1:27,11.139
178,5/26/2022 2:27,11.139
179,5/26/2022 3:27,11.041
180,5/26/2022 4:27,10.553
181,5/26/2022 5:27,10.455
182,5/26/2022 6:27,11.139
183,5/26/2022 7:27,11.236
184,5/26/2022 8:27,11.431
185,5/26/2022 9:27,11.431
186,5/26/2022 10:27,11.431
187,5/26/2022 11:27,11.041
188,5/26/2022 12:27,11.139
189,5/26/2022 13:27,11.139
190,5/26/2022 14:27,11.236
191,5/26/2022 15:27,11.236
192,5/26/2022 16:27,11.139
193,5/26/2022 17:27,11.334
194,5/26/2022 18:27,11.041
195,5/26/2022 19:27,10.455
196,5/26/2022 20:27,10.455
197,5/26/2022 21:27,10.357
198,5/26/2022 22:27,10.846
199,5/26/2022 23:27,11.041
200,5/27/2022 0:27,11.041
201,5/27/2022 1:27,10.553
202,5/27/2022 2:27,10.846
203,5/27/2022 3:27,11.236
204,5/27/2022 4:27,11.431
205,5/27/2022 5:27,11.139
206,5/27/2022 6:27,11.041
207,5/27/2022 7:27,11.625
208,5/27/2022 8:27,11.431
209,5/27/2022 9:27,11.528
210,5/27/2022 10:27,12.497
211,5/27/2022 11:27,12.497
212,5/27/2022 12:27,11.722
213,5/27/2022 13:27,10.944
214,5/27/2022 14:27,10.944
215,5/27/2022 15:27,10.651
216,5/27/2022 16:27,10.846
217,5/27/2022 17:27,11.334
218,5/27/2022 18:27,11.139
219,5/27/2022 19:27,11.041
220,5/27/2022 20:27,11.236
221,5/27/2022 21:27,11.528
222,5/27/2022 22:27,12.594
223,5/27/2022 23:27,12.497
224,5/28/2022 0:27,12.787
225,5/28/2022 1:27,12.11
226,5/28/2022 2:27,11.041
227,5/28/2022 3:27,10.553
228,5/28/2022 4:27,10.944
229,5/28/2022 5:27,11.625
230,5/28/2022 6:27,12.497
231,5/28/2022 7:27,12.013
232,5/28/2022 8:27,12.11
233,5/28/2022 9:27,12.013
234,5/28/2022 10:27,12.013
235,5/28/2022 11:27,12.11
236,5/28/2022 12:27,12.013
237,5/28/2022 13:27,11.916
238,5/28/2022 14:27,11.916
239,5/28/2022 15:27,11.916
240,5/28/2022 16:27,12.207
241,5/28/2022 17:27,12.497
242,5/28/2022 18:27,11.819
243,5/28/2022 19:27,11.041
244,5/28/2022 20:27,9.965
245,5/28/2022 21:27,9.965
246,5/28/2022 22:27,9.571
247,5/28/2022 23:27,9.669
248,5/29/2022 0:27,9.768
249,5/29/2022 1:27,11.139
250,5/29/2022 2:27,11.722
251,5/29/2022 3:27,11.722
252,5/29/2022 4:27,11.431
253,5/29/2022 5:27,11.431
254,5/29/2022 6:27,11.528
255,5/29/2022 7:27,11.625
256,5/29/2022 8:27,10.846
257,5/29/2022 9:27,11.041
258,5/29/2022 10:27,11.334
259,5/29/2022 11:27,11.722
260,5/29/2022 12:27,11.431
261,5/29/2022 13:27,11.139
262,5/29/2022 14:27,10.651
263,5/29/2022 15:27,10.553
264,5/29/2022 16:27,10.846
265,5/29/2022 17:27,10.455
266,5/29/2022 18:27,10.259
267,5/29/2022 19:27,10.063
268,5/29/2022 20:27,9.965
269,5/29/2022 21:27,9.669
270,5/29/2022 22:27,9.669
271,5/29/2022 23:27,9.768
272,5/30/2022 0:27,10.063
273,5/30/2022 1:27,10.651
274,5/30/2022 2:27,10.651
275,5/30/2022 3:27,9.965
276,5/30/2022 4:27,9.768
277,5/30/2022 5:27,9.768
278,5/30/2022 6:27,9.669
279,5/30/2022 7:27,9.669
280,5/30/2022 8:27,9.768
281,5/30/2022 9:27,9.571
282,5/30/2022 10:27,9.275
283,5/30/2022 11:27,9.077
284,5/30/2022 12:27,9.275
285,5/30/2022 13:27,9.373
286,5/30/2022 14:27,9.571
287,5/30/2022 15:27,9.669
288,5/30/2022 16:27,9.571
289,5/30/2022 17:27,9.866
290,5/30/2022 18:27,10.455
291,5/30/2022 19:27,9.768
292,5/30/2022 20:27,9.571
293,5/30/2022 21:27,9.472
294,5/30/2022 22:27,9.077
295,5/30/2022 23:27,8.879
296,5/31/2022 0:27,8.879
297,5/31/2022 1:27,8.68
298,5/31/2022 2:27,8.68
299,5/31/2022 3:27,8.68
300,5/31/2022 4:27,8.879
301,5/31/2022 5:27,9.077
302,5/31/2022 6:27,9.669
303,5/31/2022 7:27,10.651
304,5/31/2022 8:27,10.455
305,5/31/2022 9:27,9.866
306,5/31/2022 10:27,9.275
307,5/31/2022 11:27,9.077
308,5/31/2022 12:27,9.275
309,5/31/2022 13:27,9.571
310,5/31/2022 14:27,9.669
311,5/31/2022 15:27,9.768
312,5/31/2022 16:27,9.866
313,5/31/2022 17:27,9.768
314,5/31/2022 18:27,9.866
315,5/31/2022 19:27,10.161
316,5/31/2022 20:27,9.669
317,5/31/2022 21:27,9.176
318,5/31/2022 22:27,9.176
319,5/31/2022 23:27,9.275
320,6/1/2022 0:27,9.866
321,6/1/2022 1:27,10.161
322,6/1/2022 2:27,10.357
323,6/1/2022 3:27,10.748
324,6/1/2022 4:27,10.846
325,6/1/2022 5:27,10.651
326,6/1/2022 6:27,10.455
327,6/1/2022 7:27,10.553
328,6/1/2022 8:27,10.161
329,6/1/2022 9:27,10.161
330,6/1/2022 10:27,9.571
331,6/1/2022 11:27,9.866
332,6/1/2022 12:27,9.965
333,6/1/2022 13:27,10.063
334,6/1/2022 14:27,10.063
335,6/1/2022 15:27,10.259
336,6/1/2022 16:27,10.455
337,6/1/2022 17:27,10.259
338,6/1/2022 18:27,10.063
339,6/1/2022 19:27,9.866
340,6/1/2022 20:27,9.866
341,6/1/2022 21:27,9.866
342,6/1/2022 22:27,10.063
343,6/1/2022 23:27,10.259
344,6/2/2022 0:27,10.651
345,6/2/2022 1:27,10.357
346,6/2/2022 2:27,10.748
347,6/2/2022 3:27,10.846
348,6/2/2022 4:27,11.334
349,6/2/2022 5:27,11.334
350,6/2/2022 6:27,11.528
351,6/2/2022 7:27,11.625
352,6/2/2022 8:27,11.722
353,6/2/2022 9:27,11.819
354,6/2/2022 10:27,11.431
355,6/2/2022 11:27,11.041
356,6/2/2022 12:27,10.846
357,6/2/2022 13:27,10.748
358,6/2/2022 14:27,10.846
359,6/2/2022 15:27,11.041
360,6/2/2022 16:27,10.944
361,6/2/2022 17:27,11.139
362,6/2/2022 18:27,11.139
363,6/2/2022 19:27,11.431
364,6/2/2022 20:27,11.722
365,6/2/2022 21:27,11.431
366,6/2/2022 22:27,11.236
367,6/2/2022 23:27,11.236
368,6/3/2022 0:27,11.625
369,6/3/2022 1:27,11.236
370,6/3/2022 2:27,11.139
371,6/3/2022 3:27,11.139
372,6/3/2022 4:27,10.748
373,6/3/2022 5:27,11.431
374,6/3/2022 6:27,11.528
375,6/3/2022 7:27,12.207
376,6/3/2022 8:27,12.304
377,6/3/2022 9:27,12.594
378,6/3/2022 10:27,12.594
379,6/3/2022 11:27,12.594
380,6/3/2022 12:27,12.207
381,6/3/2022 13:27,11.334
382,6/3/2022 14:27,10.944
383,6/3/2022 15:27,10.651
384,6/3/2022 16:27,10.651
385,6/3/2022 17:27,11.139
386,6/3/2022 18:27,11.722
387,6/3/2022 19:27,11.722
388,6/3/2022 20:27,11.722
389,6/3/2022 21:27,12.207
390,6/3/2022 22:27,12.401
391,6/3/2022 23:27,12.401
392,6/4/2022 0:27,13.076
393,6/4/2022 1:27,12.883
394,6/4/2022 2:27,12.497
395,6/4/2022 3:27,12.594
396,6/4/2022 4:27,12.787
397,6/4/2022 5:27,12.497
398,6/4/2022 6:27,12.787
399,6/4/2022 7:27,12.883
400,6/4/2022 8:27,12.883
401,6/4/2022 9:27,13.942
402,6/4/2022 10:27,13.269
403,6/4/2022 11:27,12.883
404,6/4/2022 12:27,12.98
405,6/4/2022 13:27,12.883
406,6/4/2022 14:27,12.69
407,6/4/2022 15:27,12.401
408,6/4/2022 16:27,12.69
409,6/4/2022 17:27,12.787
410,6/4/2022 18:27,12.69
411,6/4/2022 19:27,12.69
412,6/4/2022 20:27,12.594
413,6/4/2022 21:27,12.594
414,6/4/2022 22:27,13.461
415,6/4/2022 23:27,13.654
416,6/5/2022 0:27,13.173
417,6/5/2022 1:27,13.076
418,6/5/2022 2:27,13.269
419,6/5/2022 3:27,13.365
420,6/5/2022 4:27,13.461
421,6/5/2022 5:27,13.558
422,6/5/2022 6:27,13.654
423,6/5/2022 7:27,13.558
424,6/5/2022 8:27,13.654
425,6/5/2022 9:27,13.75
426,6/5/2022 10:27,13.846
427,6/5/2022 11:27,13.846
428,6/5/2022 12:27,13.942
429,6/5/2022 13:27,13.942
430,6/5/2022 14:27,13.846
431,6/5/2022 15:27,13.942
432,6/5/2022 16:27,13.942
433,6/5/2022 17:27,13.846
434,6/5/2022 18:27,13.75
435,6/5/2022 19:27,12.883
436,6/5/2022 20:27,13.173
437,6/5/2022 21:27,12.883
438,6/5/2022 22:27,12.883
439,6/5/2022 23:27,13.076
440,6/6/2022 0:27,12.787
441,6/6/2022 1:27,12.401
442,6/6/2022 2:27,12.207
443,6/6/2022 3:27,12.11
444,6/6/2022 4:27,13.269
445,6/6/2022 5:27,12.883
446,6/6/2022 6:27,12.98
447,6/6/2022 7:27,12.883
448,6/6/2022 8:27,13.461
449,6/6/2022 9:27,13.654
450,6/6/2022 10:27,13.558
451,6/6/2022 11:27,13.076
452,6/6/2022 12:27,12.207
453,6/6/2022 13:27,12.207
454,6/6/2022 14:27,12.304
455,6/6/2022 15:27,12.401
456,6/6/2022 16:27,12.98
457,6/6/2022 17:27,14.038
458,6/6/2022 18:27,14.23
459,6/6/2022 19:27,14.038
460,6/6/2022 20:27,14.134
461,6/6/2022 21:27,14.038
462,6/6/2022 22:27,13.654
463,6/6/2022 23:27,13.365
464,6/7/2022 0:27,13.365
465,6/7/2022 1:27,13.269
466,6/7/2022 2:27,13.173
467,6/7/2022 3:27,12.304
468,6/7/2022 4:27,12.401
469,6/7/2022 5:27,11.916
470,6/7/2022 6:27,11.819
471,6/7/2022 7:27,11.334
472,6/7/2022 8:27,11.139
473,6/7/2022 9:27,11.334
474,6/7/2022 10:27,11.334
475,6/7/2022 11:27,11.334
476,6/7/2022 12:27,12.11
477,6/7/2022 13:27,12.401
478,6/7/2022 14:27,11.722
479,6/7/2022 15:27,11.528
480,6/7/2022 16:27,11.236
481,6/7/2022 17:27,11.528
482,6/7/2022 18:27,12.883
483,6/7/2022 19:27,12.98
484,6/7/2022 20:27,12.69
485,6/7/2022 21:27,12.594
486,6/7/2022 22:27,12.69
487,6/7/2022 23:27,12.98
488,6/8/2022 0:27,13.173
489,6/8/2022 1:27,13.461
490,6/8/2022 2:27,13.654
491,6/8/2022 3:27,13.558
492,6/8/2022 4:27,12.883
493,6/8/2022 5:27,13.365
494,6/8/2022 6:27,13.75
495,6/8/2022 7:27,12.98
496,6/8/2022 8:27,13.076
497,6/8/2022 9:27,12.883
498,6/8/2022 10:27,12.883
499,6/8/2022 11:27,12.787
500,6/8/2022 12:27,12.98
501,6/8/2022 13:27,13.558
502,6/8/2022 14:27,13.558
503,6/8/2022 15:27,13.654
504,6/8/2022 16:27,14.038
505,6/8/2022 17:27,13.846
506,6/8/2022 18:27,13.846
507,6/8/2022 19:27,13.654
508,6/8/2022 20:27,13.461
509,6/8/2022 21:27,13.076
510,6/8/2022 22:27,12.787
511,6/8/2022 23:27,12.11
512,6/9/2022 0:27,11.722
513,6/9/2022 1:27,11.625
514,6/9/2022 2:27,11.722
515,6/9/2022 3:27,11.528
516,6/9/2022 4:27,12.11
517,6/9/2022 5:27,12.401
518,6/9/2022 6:27,12.69
519,6/9/2022 7:27,12.594
520,6/9/2022 9:00,12.883
521,6/9/2022 10:00,12.883
522,6/9/2022 11:00,13.076
523,6/9/2022 12:00,13.365
524,6/9/2022 13:00,13.75
525,6/9/2022 14:00,13.654
526,6/9/2022 15:00,13.558
527,6/9/2022 16:00,13.269
528,6/9/2022 17:00,11.916
529,6/9/2022 18:00,11.916
530,6/9/2022 19:00,12.207
531,6/9/2022 20:00,12.883
532,6/9/2022 21:00,13.076
533,6/9/2022 22:00,12.98
534,6/9/2022 23:00,12.883
535,6/10/2022 0:00,13.173
536,6/10/2022 1:00,13.269
537,6/10/2022 2:00,13.558
538,6/10/2022 3:00,13.75
539,6/10/2022 4:00,13.846
540,6/10/2022 5:00,13.942
541,6/10/2022 6:00,13.846
542,6/10/2022 7:00,13.942
543,6/10/2022 8:00,13.75
544,6/10/2022 9:00,12.594
545,6/10/2022 10:00,12.98
546,6/10/2022 11:00,12.69
547,6/10/2022 12:00,13.173
548,6/10/2022 13:00,13.076
549,6/10/2022 14:00,13.558
550,6/10/2022 15:00,13.076
551,6/10/2022 16:00,12.98
552,6/10/2022 17:00,13.076
553,6/10/2022 18:00,13.173
554,6/10/2022 19:00,13.173
555,6/10/2022 20:00,13.269
556,6/10/2022 21:00,13.076
557,6/10/2022 22:00,13.269
558,6/10/2022 23:00,13.365
559,6/11/2022 0:00,13.461
560,6/11/2022 1:00,13.365
561,6/11/2022 2:00,13.365
562,6/11/2022 3:00,13.173
563,6/11/2022 4:00,12.497
564,6/11/2022 5:00,12.497
565,6/11/2022 6:00,12.98
566,6/11/2022 7:00,13.076
567,6/11/2022 8:00,13.269
568,6/11/2022 9:00,13.269
569,6/11/2022 10:00,13.461
570,6/11/2022 11:00,13.461
571,6/11/2022 12:00,13.558
572,6/11/2022 13:00,13.654
573,6/11/2022 14:00,13.75
574,6/11/2022 15:00,13.75
575,6/11/2022 16:00,13.75
576,6/11/2022 17:00,13.75
577,6/11/2022 18:00,13.942
578,6/11/2022 19:00,14.23
579,6/11/2022 20:00,13.942
580,6/11/2022 21:00,13.558
581,6/11/2022 22:00,13.365
582,6/11/2022 23:00,13.365
583,6/12/2022 0:00,13.365
584,6/12/2022 1:00,13.558
585,6/12/2022 2:00,13.558
586,6/12/2022 3:00,13.75
587,6/12/2022 4:00,14.709
588,6/12/2022 5:00,14.134
589,6/12/2022 6:00,14.038
590,6/12/2022 7:00,13.942
591,6/12/2022 8:00,14.325
592,6/12/2022 9:00,14.804
593,6/12/2022 10:00,15.187
594,6/12/2022 11:00,15.76
595,6/12/2022 12:00,15.664
596,6/12/2022 13:00,15.855
597,6/12/2022 14:00,15.664
598,6/12/2022 15:00,16.237
599,6/12/2022 16:00,16.046
600,6/12/2022 17:00,15.187
601,6/12/2022 18:00,12.207
602,6/12/2022 19:00,12.11
603,6/12/2022 20:00,14.421
604,6/12/2022 21:00,12.69
605,6/12/2022 22:00,13.461
606,6/12/2022 23:00,14.23
607,6/13/2022 0:00,14.134
608,6/13/2022 1:00,15.282
609,6/13/2022 2:00,13.942
610,6/13/2022 3:00,13.846
611,6/13/2022 4:00,14.613
612,6/13/2022 5:00,14.038
613,6/13/2022 6:00,14.325
614,6/13/2022 7:00,14.9
615,6/13/2022 8:00,15.282
616,6/13/2022 9:00,16.427
617,6/13/2022 10:00,15.951
618,6/13/2022 11:00,14.804
619,6/13/2022 12:00,14.517
620,6/13/2022 13:00,14.517
621,6/13/2022 14:00,14.23
622,6/13/2022 15:00,14.421
623,6/13/2022 16:00,13.365
624,6/13/2022 17:00,12.883
625,6/13/2022 18:00,12.69
626,6/13/2022 19:00,12.013
627,6/13/2022 20:00,10.944
628,6/13/2022 21:00,11.041
629,6/13/2022 22:00,11.528
630,6/13/2022 23:00,10.748
631,6/14/2022 0:00,10.259
632,6/14/2022 1:00,9.472
633,6/14/2022 2:00,9.768
634,6/14/2022 3:00,9.571
635,6/14/2022 4:00,9.669
636,6/14/2022 5:00,9.768
637,6/14/2022 6:00,9.571
638,6/14/2022 7:00,9.768
639,6/14/2022 8:00,9.965
640,6/14/2022 9:00,9.768
641,6/14/2022 10:00,10.651
642,6/14/2022 11:00,10.553
643,6/14/2022 12:00,10.553
644,6/14/2022 13:00,11.139
645,6/14/2022 14:00,11.722
646,6/14/2022 15:00,11.431
647,6/14/2022 16:00,11.139
648,6/14/2022 17:00,10.748
649,6/14/2022 18:00,10.553
650,6/14/2022 19:00,10.455
651,6/14/2022 20:00,12.013
652,6/14/2022 21:00,11.528
653,6/14/2022 22:00,14.038
654,6/14/2022 23:00,12.594
655,6/15/2022 0:00,12.11
656,6/15/2022 1:00,12.304
657,6/15/2022 2:00,12.497
658,6/15/2022 3:00,12.787
659,6/15/2022 4:00,13.173
660,6/15/2022 5:00,11.431
661,6/15/2022 6:00,11.722
662,6/15/2022 7:00,13.173
663,6/15/2022 8:00,12.787
664,6/15/2022 9:00,12.497
665,6/15/2022 10:00,12.401
666,6/15/2022 11:00,12.787
667,6/15/2022 12:00,13.269
668,6/15/2022 13:00,13.269
669,6/15/2022 14:00,13.461
670,6/15/2022 15:00,12.98
671,6/15/2022 16:00,13.173
672,6/15/2022 17:00,12.594
673,6/15/2022 18:00,12.787
674,6/15/2022 19:00,12.401
675,6/15/2022 20:00,12.594
676,6/15/2022 21:00,13.076
677,6/15/2022 22:00,13.076
678,6/15/2022 23:00,13.365
679,6/16/2022 0:00,13.461
680,6/16/2022 1:00,13.654
681,6/16/2022 2:00,13.654
682,6/16/2022 3:00,13.461
683,6/16/2022 4:00,13.558
684,6/16/2022 5:00,13.654
685,6/16/2022 6:00,13.75
686,6/16/2022 7:00,13.75
687,6/16/2022 8:00,13.365
688,6/16/2022 9:00,13.173
689,6/16/2022 10:00,13.461
690,6/16/2022 11:00,13.461
691,6/16/2022 12:00,14.134
692,6/16/2022 13:00,13.654
693,6/16/2022 14:00,13.654
694,6/16/2022 15:00,13.654
695,6/16/2022 16:00,13.846
696,6/16/2022 17:00,13.173
697,6/16/2022 18:00,12.98
698,6/16/2022 19:00,12.787
699,6/16/2022 20:00,12.98
700,6/16/2022 21:00,12.69
701,6/16/2022 22:00,12.401
702,6/16/2022 23:00,12.207
703,6/17/2022 0:00,12.401
704,6/17/2022 1:00,11.819
705,6/17/2022 2:00,11.916
706,6/17/2022 3:00,12.401
707,6/17/2022 4:00,13.365
708,6/17/2022 5:00,14.038
709,6/17/2022 6:00,15.091
710,6/17/2022 7:00,13.846
711,6/17/2022 8:00,13.654
712,6/17/2022 9:00,13.461
713,6/17/2022 10:00,13.076
714,6/17/2022 11:00,12.787
715,6/17/2022 12:00,13.365
716,6/17/2022 13:00,13.846
717,6/17/2022 14:00,14.038
718,6/17/2022 15:00,14.23
719,6/17/2022 16:00,14.23
720,6/17/2022 17:00,14.134
721,6/17/2022 18:00,14.134
722,6/17/2022 19:00,13.846
723,6/17/2022 20:00,13.269
724,6/17/2022 21:00,13.173
725,6/17/2022 22:00,13.173
726,6/17/2022 23:00,13.173
727,6/18/2022 0:00,13.173
728,6/18/2022 1:00,12.69
729,6/18/2022 2:00,11.916
730,6/18/2022 3:00,11.722
731,6/18/2022 4:00,11.431
732,6/18/2022 5:00,12.11
733,6/18/2022 6:00,13.365
734,6/18/2022 7:00,12.69
735,6/18/2022 8:00,13.365
736,6/18/2022 9:00,12.787
737,6/18/2022 10:00,13.461
738,6/18/2022 11:00,14.23
739,6/18/2022 12:00,14.613
740,6/18/2022 13:00,14.804
741,6/18/2022 14:00,14.517
742,6/18/2022 15:00,13.846
743,6/18/2022 16:00,13.269
744,6/18/2022 17:00,13.365
745,6/18/2022 18:00,13.461
746,6/18/2022 19:00,13.558
747,6/18/2022 20:00,13.654
748,6/18/2022 21:00,14.325
749,6/18/2022 22:00,13.654
750,6/18/2022 23:00,12.69
751,6/19/2022 0:00,12.304
752,6/19/2022 1:00,12.013
753,6/19/2022 2:00,12.883
754,6/19/2022 3:00,12.207
755,6/19/2022 4:00,12.594
756,6/19/2022 5:00,12.69
757,6/19/2022 6:00,13.654
758,6/19/2022 7:00,12.787
759,6/19/2022 8:00,12.883
760,6/19/2022 9:00,13.076
761,6/19/2022 10:00,13.269
762,6/19/2022 11:00,13.269
763,6/19/2022 12:00,13.558
764,6/19/2022 13:00,13.173
765,6/19/2022 14:00,13.173
766,6/19/2022 15:00,13.461
767,6/19/2022 16:00,13.654
768,6/19/2022 17:00,13.076
769,6/19/2022 18:00,12.98
770,6/19/2022 19:00,13.173
771,6/19/2022 20:00,12.883
772,6/19/2022 21:00,12.883
773,6/19/2022 22:00,12.401
774,6/19/2022 23:00,12.11
775,6/20/2022 0:00,12.304
776,6/20/2022 1:00,12.11
777,6/20/2022 2:00,12.594
778,6/20/2022 3:00,12.11
779,6/20/2022 4:00,12.11
780,6/20/2022 5:00,12.207
781,6/20/2022 6:00,12.11
782,6/20/2022 7:00,12.11
783,6/20/2022 8:00,11.916
784,6/20/2022 9:00,11.722
785,6/20/2022 10:00,12.11
786,6/20/2022 11:00,12.304
787,6/20/2022 12:00,12.401
788,6/20/2022 13:00,11.916
789,6/20/2022 14:00,11.722
790,6/20/2022 15:00,11.625
791,6/20/2022 16:00,11.916
792,6/20/2022 17:00,12.11
793,6/20/2022 18:00,12.207
794,6/20/2022 19:00,12.69
795,6/20/2022 20:00,13.076
796,6/20/2022 21:00,13.269
797,6/20/2022 22:00,13.365
798,6/20/2022 23:00,12.98
799,6/21/2022 0:00,12.883
800,6/21/2022 1:00,13.173
801,6/21/2022 2:00,12.787
802,6/21/2022 3:00,12.594
803,6/21/2022 4:00,13.365
804,6/21/2022 5:00,12.883
805,6/21/2022 6:00,13.75
806,6/21/2022 7:00,13.846
807,6/21/2022 8:00,13.365
808,6/21/2022 9:00,13.173
809,6/21/2022 10:00,12.594
810,6/21/2022 11:00,12.69
811,6/21/2022 12:00,12.69
812,6/21/2022 13:00,12.883
813,6/21/2022 14:00,12.69
814,6/21/2022 15:00,12.594
815,6/21/2022 16:00,12.787
816,6/21/2022 17:00,13.076
817,6/21/2022 18:00,13.269
818,6/21/2022 19:00,13.365
819,6/21/2022 20:00,13.269
820,6/21/2022 21:00,13.076
821,6/21/2022 22:00,13.173
822,6/21/2022 23:00,13.173
